
2016-10-20:07,PM10,보통,78,52,58,보통,28,31,보통,0.001,좋음,0.044,보통,0.6,좋음,0.003,좋음,N
2016-10-20:06,PM10,보통,81,54,61,보통,27,33,보통,0.002,좋음,0.040,보통,0.5,좋음,0.003,좋음,N
2016-10-20:05,PM10,보통,86,45,66,보통,25,37,보통,0.002,좋음,0.042,보통,0.5,좋음,0.002,좋음,N
2016-10-20:04,PM2.5,보통,90,52,70,보통,28,43,보통,0.006,좋음,0.038,보통,0.5,좋음,0.002,좋음,N
2016-10-20:03,PM10,보통,93,61,73,보통,42,44,보통,0.004,좋음,0.042,보통,0.5,좋음,0.002,좋음,N
2016-10-20:02,PM10,보통,93,82,73,보통,52,43,보통,0.002,좋음,0.051,보통,0.6,좋음,0.002,좋음,N
2016-10-20:01,PM10,보통,93,87,73,보통,38,42,보통,0.001,좋음,0.054,보통,0.7,좋음,0.003,좋음,N
2016-10-19:24,이산화질소,보통,93,71,69,보통,37,41,보통,0.002,좋음,0.056,보통,0.7,좋음,0.003,좋음,N
2016-10-19:23,이산화질소,보통,95,83,68,보통,36,42,보통,0.003,좋음,0.057,보통,0.6,좋음,0.003,좋음,N
2016-10-19:22,이산화질소,보통,95,67,69,보통,36,43,보통,0.008,좋음,0.057,보통,0.6,좋음,0.003,좋음,N
2016-10-19:21,이산화질소,나쁨,102,62,78,보통,36,48,보통,0.012,좋음,0.062,나쁨,0.6,좋음,0.003,좋음,N
2016-10-19:20,PM2.5,나쁨,107,71,78,보통,41,53,나쁨,0.026,좋음,0.059,보통,0.6,좋음,0.004,좋음,N
2016-10-19:19,PM2.5,나쁨,154,103,79,보통,65,52,나쁨,0.039,보통,0.061,나쁨,0.6,좋음,0.005,좋음,N
2016-10-19:18,이산화질소,나쁨,103,134,74,보통,88,49,보통,0.047,보통,0.063,나쁨,0.6,좋음,0.005,좋음,N
2016-10-19:17,이산화질소,보통,85,96,61,보통,82,38,보통,0.070,보통,0.051,보통,0.6,좋음,0.007,좋음,N
